Famille,Code article,Libellé article,Qté 2024,Qté 2025,C.A HT 2024,C.A HT 2025,PR HT 2024,PR HT 2025,Marge 2024,Marge 2025,Ecart Qté Volume,Ecart Qté %,Ecart C.A Volume,Ecart C.A %,,,,,,,,,,,
801,172.0,KIT NEBULISEUR ATOMISOR NL9 ADULTE,9,4,107.84,49.6,76.95,34.2,30.89,15.4,-5,-0.5555555556,-58.24,-0.5400593472,,,,,,,,,,,
103,222.0,FORFAIT LIVRAISON OXYGENE AVF,81,0,8100,0,6480,0,1620,0,-81,-1,-8100,-1,,,,,,,,,,,
601,1375.0,TENA FLEX PROSKIN MAXI MEDIUM S/22 C/3,21,24,388.5,536.64,347.88,412.8,40.62,123.84,3,0.1428571429,148.14,0.3813127413,,,,,,,,,,,
702,223.0,SAVON DOUX ANIOSAFE FLACON POMPE 500ML,5,16,18.63,79.84,14.28,45.696,4.35,34.144,11,2.2,61.21,3.285560923,,,,,,,,,,,
1601,1900.0,BRUMISATEUR TEHA 400ML C/12,912,312,2271.36,849.84,1358.88,464.88,912.48,384.96,-600,-0.6578947368,-1421.52,-0.6258453085,,,,,,,,,,,
303,462.0,MARCHE PIED 15 CM EUROMEDIS,3,3,89.7,89.7,51.45,51.09,38.25,38.61,0,0,0,0,,,,,,,,,,,
402,1956.0,COMPRESSE STERILE NON TISSE 50 SACHETS X2  7.5X7.5CM C/12,120,8,246.52,21.84,153.456,10.2304,93.064,11.6096,-112,-0.9333333333,-224.68,-0.9114067824,,,,,,,,,,,
205,1953.0,FAUTEUIL TRANSFERT TRAVELITE,1,0,195,0,108.07,0,86.93,0,-1,-1,-195,-1,,,,,,,,,,,
108,1645.0,COUSSIN N°5 MODULAIRE DEMI-CIRCULAIRE FIBRES,1,0,32.39,0,22.8,0,9.59,0,-1,-1,-32.39,-1,,,,,,,,,,,
108,17.0,COUSSIN N°1 MODULAIRE UNIVERSEL MB 45X30X10 (VCP 02),9,2,606.85,118.1,304.65,84.34,302.2,33.76,-7,-0.7777777778,-488.75,-0.8053884815,,,,,,,,,,,
203,1955.0,FAUTEUIL ROULANT DOSSIER FIXE T40.5 ACTION 3NG INVACARE,1,0,395,0,284.91,0,110.09,0,-1,-1,-395,-1,,,,,,,,,,,
901,1146.0,KIT MINI TETERELLE DOUBLE 21 SMALL,4,19,118.9,570,98.48,458.66,20.42,111.34,15,3.75,451.1,3.793944491,,,,,,,,,,,
1102,303.0,TENSIOMETRE POIGNET ELECTRONIQUE,1,0,15.9,0,8.5,0,7.4,0,-1,-1,-15.9,-1,,,,,,,,,,,
701,671.0,MASQUE FFP2 B/10 C/132,265,0,457.38,0,212,0,245.38,0,-265,-1,-457.38,-1,,,,,,,,,,,
501,273.0,AIGUILLE ACIER INOXYDABLE STERILE VERTE 21G 50MM B/100,3,3,7.65,7.65,5.65,5.332,2,2.318,0,0,0,0,,,,,,,,,,,
704,1253.0,"GANT D'INTERVENTION CHIRURGICAL LATEX STERILE SS POUDRE T L 8,5 B/50",2,10,38.89,283.8,27.7,138.5,11.19,145.3,8,4,244.91,6.297505786,,,,,,,,,,,
803,1297.0,SONDE ASPIRATION TRACHEALE CH14 VERT 50CM,23,119,25.3,81.4,3.91,16.972,21.39,64.428,96,4.173913043,56.1,2.217391304,,,,,,,,,,,
405,916.0,PANSEMENTS ADHESIF MICROPOREUX 9.14MX2.5CM SYLAPORE,40,0,36,0,15.6,0,20.4,0,-40,-1,-36,-1,,,,,,,,,,,
405,457.0,PANSEMENTS ADHESIFS TRANSPARENTS STERILES EUROFILM 9X10 CM B/5 C/40,170,70,365.2,142.4,167.1,66.5,198.1,75.9,-100,-0.5882352941,-222.8,-0.6100766703,,,,,,,,,,,
901,1230.0,EMBOUT TIRE LAIT MEDELA S 21MM (X2) MEDELA,3,0,29.7,0,16.62,0,13.08,0,-3,-1,-29.7,-1,,,,,,,,,,,
1202,1327.0,CEINTURE PELVIENNE TAILLE S,2,1,67.8,33.9,44.94,22.47,22.86,11.43,-1,-0.5,-33.9,-0.5,,,,,,,,,,,
202,778.0,COUSSIN ALOVA GALBÉ CII DECHARGE COCCYGIENNE 38X41,2,0,105,0,69.06,0,35.94,0,-2,-1,-105,-1,,,,,,,,,,,
1501,1217.0,PANNEAU LIT ABELIA EASY MOVE 90 CM,2,0,176.3,0,176.3,0,0,0,-2,-1,-176.3,-1,,,,,,,,,,,
208,1151.0,DEAMBULATEUR PLIANT ARTICULE EUROMEDIS C/4,1,0,34.2,0,19.93,0,14.27,0,-1,-1,-34.2,-1,,,,,,,,,,,
208,1959.0,ROLLATOR 3 ROUES AVEC PANIER PLIANT VILGO,2,4,132,246.3,83.84,167.68,48.16,78.62,2,1,114.3,0.8659090909,,,,,,,,,,,
104,1949.0,URINAL HOMME 1L AVEC BOUCHON AUTOCLAVE,3,31,12.6,118.2,6.36,56.86,6.24,61.34,28,9.333333333,105.6,8.380952381,,,,,,,,,,,
208,963.0,DEAMBULATEUR FIXE ENFANT REGLABLE HERDEGEN,3,0,158.9,0,105,0,53.9,0,-3,-1,-158.9,-1,,,,,,,,,,,
901,477.0,KIT TETERELLE SIMPLE 26 SMALL,1,0,9.9,0,8.32,0,1.58,0,-1,-1,-9.9,-1,,,,,,,,,,,
1002,1763.0,MASQUE OXYGENE ADULTE+TUBULURE HUDSON,10,0,25,0,11.3,0,13.7,0,-10,-1,-25,-1,,,,,,,,,,,
502,276.0,SERINGUE 3 PIECES 5ML LUER LOCK BTE/100,6,0,39.6,0,22.31,0,17.29,0,-6,-1,-39.6,-1,,,,,,,,,,,
108,18.0,COUSSIN N°2 MODULAIRE UNIVERSEL MB 55X40X12 (VCP 03),11,5,649.34,349.5,420.31,217.4,229.03,132.1,-6,-0.5454545455,-299.84,-0.4617611729,,,,,,,,,,,
301,1042.0,SEAU GRIS AVEC COUVERCLE,1,0,11.56,0,11.45,0,0.11,0,-1,-1,-11.56,-1,,,,,,,,,,,
402,804.0,COMPRESSE STERILE NON TISSE 50 SACHETS X2  10X10CM SYLAMED,312,0,829.79,0,592.8,0,236.99,0,-312,-1,-829.79,-1,,,,,,,,,,,
605,494.0,LINGETTE ALOE VERA 22*20CM S/54  C/16,2,0,0.32,0,0.32,0,0,0,-2,-1,-0.32,-1,,,,,,,,,,,
704,1292.0,GANT VINYLE SS POUDRE T S 6/7  BTE/100 FRIIMOV C/10,42,0,90.22,0,22.26,0,67.96,0,-42,-1,-90.22,-1,,,,,,,,,,,
704,1267.0,GANT EXAM VINYL SP HEXA TM,17,33,42.14,81.56,26.86,52.14,15.28,29.42,16,0.9411764706,39.42,0.9354532511,,,,,,,,,,,
704,1285.0,GANT EXAM LATEX SP POLYSEM TL,104,0,349.05,0,167.44,0,181.61,0,-104,-1,-349.05,-1,,,,,,,,,,,
704,1065.0,GANT VINYLE SS POUDRE T M 7/8  BTE/100 FRIIMOV C/10,31,0,91.44,0,53.32,0,38.12,0,-31,-1,-91.44,-1,,,,,,,,,,,
704,1270.0,GANT EXAM NITRILE SP HEXA TM,115,0,403.62,0,241.5,0,162.12,0,-115,-1,-403.62,-1,,,,,,,,,,,
704,1272.0,GANT EXAM NITRILE SP HEXA TXL,23,0,58.92,0,50.83,0,8.09,0,-23,-1,-58.92,-1,,,,,,,,,,,
1601,1899.0,BRUMISATEUR TEHA 150ML C/12,972,540,1824.19,1117.44,1146.96,637.2,677.23,480.24,-432,-0.4444444444,-706.75,-0.3874322302,,,,,,,,,,,
602,380.0,FINEA PANTS MEDIUM EXTRA S/14 C/6,40,16,507.7,195.2,331.239,134.4,176.461,60.8,-24,-0.6,-312.5,-0.615520977,,,,,,,,,,,
109,214.0,OREILLER ERGONOMIQUE MEMOIRE DE FORME DUOLUX GEL 42X32X10CM,4,0,175.9,0,100,0,75.9,0,-4,-1,-175.9,-1,,,,,,,,,,,
109,139.0,OREILLER ERGONOMIQUE MEMOIRE DE FORME CURVE GEL 50X32X10CM,9,0,390.72,0,256.59,0,134.13,0,-9,-1,-390.72,-1,,,,,,,,,,,
1501,1207.0,EMBOUT CANNE PIVOFLEX NOIR D19/B45,6,19,7.24,36.1,6.3,19.95,0.94,16.15,13,2.166666667,28.86,3.986187845,,,,,,,,,,,
301,670.0,GARDE ROBE FIXE NEW CLUB OCEAN HERDEGEN,67,5,3299.88,359.74,2673.3,199.5,626.58,160.24,-62,-0.9253731343,-2940.14,-0.8909839146,,,,,,,,,,,
206,1930.0,FAUTEUIL RELEVEUR STYLEA II TITANE 2 MOTEURS 130KG,2,0,1180,0,830,0,350,0,-2,-1,-1180,-1,,,,,,,,,,,
502,1829.0,SERINGUE 2 PIECES BD 2CC CENTRE (X100),1,0,4.49,0,2.97,0,1.52,0,-1,-1,-4.49,-1,,,,,,,,,,,
401,416.0,COTON HYDROPHILE 500G C/20,32,20,153.6,96,99.56,63.2,54.04,32.8,-12,-0.375,-57.6,-0.375,,,,,,,,,,,
207,1333.0,CANNE FANTAISIE PLIANT BEIGE ROSE,5,0,61.8,0,44.35,0,17.45,0,-5,-1,-61.8,-1,,,,,,,,,,,
207,1303.0,CANNE FANTAISIE PLIANT BEIGE BLANC,7,0,88.2,0,44.35,0,43.85,0,-7,-1,-88.2,-1,,,,,,,,,,,
1101,1088.0,ELECTRODES AUTOCOLLANTES GEL BLEU PX SENS 50X50 MM S/4,14,4,231,66,152.6,43.6,78.4,22.4,-10,-0.7142857143,-165,-0.7142857143,,,,,,,,,,,
1601,1322.0,COMPRESSE CLASSIQUE CERISE 30*20CM RECT VERTE,3,0,40.7,0,22.32,0,18.38,0,-3,-1,-40.7,-1,,,,,,,,,,,
1101,1671.0,ELECTRODE ACTITENS LOMBAIRES,8,25,35.52,111,22.32,80.91,13.2,30.09,17,2.125,75.48,2.125,,,,,,,,,,,
104,579.0,BASSIN DE LIT SANS POIGNEE,3,0,17.7,0,11.4,0,6.3,0,-3,-1,-17.7,-1,,,,,,,,,,,
1601,1119.0,PROTEGE PLATRE ENFANT  BRAS,1,0,14.9,0,6.97,0,7.93,0,-1,-1,-14.9,-1,,,,,,,,,,,
403,736.0,TETRASTRAP BANDE ADHESIVE ELASTIQUE 2.5 X 10 CM,6,0,20.7,0,13.2,0,7.5,0,-6,-1,-20.7,-1,,,,,,,,,,,
504,1415.0,BISTOURI STERILE UU N°12 (BTE DE 10),1,6,6.9,41.4,4.14,25.02,2.76,16.38,5,5,34.5,5,,,,,,,,,,,
104,122.0,BASSIN DE LIT AVEC POIGNEE 2L C/10,6,2,34.44,15.8,29.34,10.64,5.1,5.16,-4,-0.6666666667,-18.64,-0.5412311266,,,,,,,,,,,
1102,1221.0,TENSIOMETRE BRASSARD ELECTRONIQUE,3,0,68.7,0,45.24,0,23.46,0,-3,-1,-68.7,-1,,,,,,,,,,,
406,498.0,ALLEVYN INTRASITE CONFORMABLE 10X20 B/10 C/8,1,0,24.21,0,20.38,0,3.83,0,-1,-1,-24.21,-1,,,,,,,,,,,
701,696.0,MASQUE TYPE IIR ADULTE NOIR: EN 14683 B/50,89,73,149.5,177.4,89,73,60.5,104.4,-16,-0.1797752809,27.9,0.1866220736,,,,,,,,,,,
202,3.0,COUSSIN KINERIS PNEUMATIQUE 43X42 X7CM,4,2,580.47,307,475.12,244.7,105.35,62.3,-2,-0.5,-273.47,-0.4711182318,,,,,,,,,,,
202,1941.0,COUSSIN RELEVE JAMBE EN MOUSSE POUR LIT 59*59*6/18,1,0,41.9,0,29.16,0,12.74,0,-1,-1,-41.9,-1,,,,,,,,,,,
203,463.0,FAUTEUIL ROULANT  BARIATRIQUE T61 <190KG,2,2,973.2,828,869.8,879.8,103.4,-51.8,0,0,-145.2,-0.1491985203,,,,,,,,,,,
901,1101.0,KIT TETERELLE SIMPLE 21 SMALL,3,2,31.7,23.8,24.96,16.64,6.74,7.16,-1,-0.3333333333,-7.9,-0.2492113565,,,,,,,,,,,
1102,1864.0,STETHOSCOPE SIMPLE PAVILLON  NOIR PULSE,1,3,16.9,65.6,13,39,3.9,26.6,2,2,48.7,2.881656805,,,,,,,,,,,
104,120.0,URINAL HOMME AVEC BOUCHON,8,0,33.6,0,18.4,0,15.2,0,-8,-1,-33.6,-1,,,,,,,,,,,
103,486.0,FORFAIT LIVRAISON ET DESINFECTION VERTICALISATEUR,1,3,14.73,44.19,0,0,14.73,44.19,2,2,29.46,2,,,,,,,,,,,
1601,1944.0,CONNECTEUR TUBULURE,1,0,1.9,0,0,0,1.9,0,-1,-1,-1.9,-1,,,,,,,,,,,
1601,1943.0,RALLONGE TUBULURE O2 4.2M,1,0,3.9,0,0,0,3.9,0,-1,-1,-3.9,-1,,,,,,,,,,,
1401,660.0,SCIENTIA NATURA GEL DOUCHE PAMPLEMOUSSE BIO,6,0,21,0,26.4,0,-5.4,0,-6,-1,-21,-1,,,,,,,,,,,
1401,662.0,SCIENTIA NATURA GEL DOUCHE VERVEINE MENTHE BIO,4,0,14,0,17.6,0,-3.6,0,-4,-1,-14,-1,,,,,,,,,,,
1401,664.0,SCIENTIA NATURA GEL DOUCHE VETIVER BIO,8,0,21,0,35.2,0,-14.2,0,-8,-1,-21,-1,,,,,,,,,,,
104,188.0,PINCE DE PREHENSION 82 CM,5,10,49.5,90.96,24.5,49,25,41.96,5,1,41.46,0.8375757576,,,,,,,,,,,
501,1697.0,GARROT A CLIP SANGLE COULEUR ORANGE,1,0,3.98,0,2.5,0,1.48,0,-1,-1,-3.98,-1,,,,,,,,,,,
601,1370.0,TENA PANTS PROSKIN  PLUS SMALL S/14 C/4,44,16,567.6,258.55,490.92,198.88,76.68,59.67,-28,-0.6363636364,-309.05,-0.5444855532,,,,,,,,,,,
601,401.0,TENA FLEX MAXI SMALL S/22 C/3,11,9,175.89,181,162.723,139.23,13.167,41.77,-2,-0.1818181818,5.11,0.02905224856,,,,,,,,,,,
601,1948.0,TENA SLIP PROSKIN MAXI SMALL S/24 C/3,23,0,374.2,0,314.36,0,59.84,0,-23,-1,-374.2,-1,,,,,,,,,,,
1201,972.0,PODOWELL CHAUS CHUT VERANO MARINE T 41,1,0,44.99,0,29.59,0,15.4,0,-1,-1,-44.99,-1,,,,,,,,,,,
1201,1938.0,PODOWELL CHAUS CHUT ADAM  NOIR T 38,1,0,49.9,0,31.19,0,18.71,0,-1,-1,-49.9,-1,,,,,,,,,,,
1301,682.0,HUILE DE CBD 20% BLACK LIME 10ML,2,0,97.8,0,49,0,48.8,0,-2,-1,-97.8,-1,,,,,,,,,,,
601,379.0,FINEA CHANGE COMPLET XL OPTIMUM S/20 C/3,10,9,167.52,160.2,111.456,102.3,56.064,57.9,-1,-0.1,-7.32,-0.04369627507,,,,,,,,,,,
201,764.0,FAUTEUIL À POUSSER ELECTRIQUE DRIVE T48,2,1,727.2,430,720,360,7.2,70,-1,-0.5,-297.2,-0.4086908691,,,,,,,,,,,
302,1055.0,GARDE ROBE DE DOUCHE MADRIGAL < 90 KG,3,0,155.06,0,153.52,0,1.54,0,-3,-1,-155.06,-1,,,,,,,,,,,
704,1330.0,GANT NITRILE SS POUDRE T S 6/7 NOIR BTE/100 C/10,20,0,111,0,50.8,0,60.2,0,-20,-1,-111,-1,,,,,,,,,,,
803,1298.0,SONDE ASPIRATION TRACHEALE CH16 ORANGE 50CM,13,53,14.3,25.3,1.69,7.42,12.61,17.88,40,3.076923077,11,0.7692307692,,,,,,,,,,,
1301,688.0,HUILE DE CBD 10% MINT LIME 10ML,5,0,127.3,0,67.5,0,59.8,0,-5,-1,-127.3,-1,,,,,,,,,,,
1301,684.0,HUILE DE CBD 10% ORANGE INDIENNE 10ML,4,0,100.4,0,54,0,46.4,0,-4,-1,-100.4,-1,,,,,,,,,,,
302,1928.0,CHAISE DE DOUCHE PERCEE 3 EN 1 CLARYS,1,0,329,0,196.57,0,132.43,0,-1,-1,-329,-1,,,,,,,,,,,
205,891.0,FAUTEUIL TRANSFERT STAN T51,2,4,352.12,755,294.9,396,57.22,359,2,1,402.88,1.144155402,,,,,,,,,,,
302,115.0,TABOURET DE DOUCHE ROND HAUTEUR REGLABLE< 120KG,18,0,406.37,0,283.55,0,122.82,0,-18,-1,-406.37,-1,,,,,,,,,,,
203,1464.0,CEINTURE VENTRALE TAILLE S,1,1,25.9,25.9,14.85,14.85,11.05,11.05,0,0,0,0,,,,,,,,,,,
407,612.0,CISEAUX POINTUS STÉRILES,5,0,12.5,0,7.85,0,4.65,0,-5,-1,-12.5,-1,,,,,,,,,,,
504,784.0,OTE AGRAFE S/1 C/50,61,0,94.28,0,45.75,0,48.53,0,-61,-1,-94.28,-1,,,,,,,,,,,
704,1237.0,"GANT EXAM LATEX STERILE MEDI-GRIP T M 7,5*10 PAIRES",2,0,15.8,0,8.53,0,7.27,0,-2,-1,-15.8,-1,,,,,,,,,,,
1101,1672.0,ELECTRODE ACTITENS RECTANGL 50X90MM (X4),1,1,3.95,3.95,2.72,2.72,1.23,1.23,0,0,0,0,,,,,,,,,,,
202,1929.0,COUSSIN GEL TOP 40 X 40 CM,1,1,70,70,48.28,44.81,21.72,25.19,0,0,0,0,,,,,,,,,,,
801,945.0,KIT NEBULISEUR MANOSONIQUE ADULTE,9,11,154.8,189.2,134.01,163.79,20.79,25.41,2,0.2222222222,34.4,0.2222222222,,,,,,,,,,,
207,1324.0,CANNE PLIANTE NOIRE DRIVE POIGNEE BOIS C/6,66,0,463.38,0,349.8,0,113.58,0,-66,-1,-463.38,-1,,,,,,,,,,,
704,1067.0,GANT NITRILE SS POUDRE T S 6/7  BTE/100 FRIIMOV C/10,63,0,237.5,0,91.98,0,145.52,0,-63,-1,-237.5,-1,,,,,,,,,,,
201,1278.0,HARNAIS POUR COQUILLE INNOV,1,1,14.9,14.9,5.1,5.1,9.8,9.8,0,0,0,0,,,,,,,,,,,
1501,1927.0,ROUE AVANT NOVOLIGHT,1,0,23.7,0,13.94,0,9.76,0,-1,-1,-23.7,-1,,,,,,,,,,,
202,1931.0,"COUSSIN KINERIS PNEUMATIQUE 46,5X46,5X7CM",1,0,229,0,163.15,0,65.85,0,-1,-1,-229,-1,,,,,,,,,,,
206,146.0,FAUTEUIL RELEVEUR COCOON 1 MOTEUR,1,0,750,0,507.43,0,242.57,0,-1,-1,-750,-1,,,,,,,,,,,
704,1284.0,GANT EXAM LATEX SP POLYSEM TXL,1,0,5.5,0,1.7,0,3.8,0,-1,-1,-5.5,-1,,,,,,,,,,,
108,19.0,COUSSIN N°6 MODULAIRE CYLINDRIQUE MB 60X20 (VCP 04),5,10,395.66,638.58,169.25,409.08,226.41,229.5,5,1,242.92,0.6139614821,,,,,,,,,,,
202,464.0,COUSSIN KINERIS PNEUMATIQUE 43X42 X10CM,1,3,153.5,460.75,122.34,367.02,31.16,93.73,2,2,307.25,2.001628664,,,,,,,,,,,
504,1751.0,LAME BISTOURI STERILE UU  N°10 (X100),1,0,10.34,0,6.32,0,4.02,0,-1,-1,-10.34,-1,,,,,,,,,,,
1101,881.0,STIMULATEUR ÉLECTRIQUE PORTABLE TENS ECO WIRELESS,1,2,269.9,499.32,169,338,100.9,161.32,1,1,229.42,0.8500185254,,,,,,,,,,,
207,45.0,CANNE BOIS POIGNÉE T,10,0,75.56,0,54,0,21.56,0,-10,-1,-75.56,-1,,,,,,,,,,,
601,404.0,TENA SLIP PLUS MEDIUM S/30 C/3,6,0,95.94,0,80.52,0,15.42,0,-6,-1,-95.94,-1,,,,,,,,,,,
1301,676.0,HUILE DE CBD 10% CHANVRE 10ML,1,0,26.9,0,13.5,0,13.4,0,-1,-1,-26.9,-1,,,,,,,,,,,
1301,685.0,HUILE DE CBD 15% ORANGE INDIENNE 10ML,1,0,36.9,0,18.5,0,18.4,0,-1,-1,-36.9,-1,,,,,,,,,,,
104,512.0,URINAL HOMME ANTI REFLUX,4,6,50.53,101.4,44.4,78.9,6.13,22.5,2,0.5,50.87,1.006728676,,,,,,,,,,,
801,1071.0,KIT NEBULISEUR MANOSONIQUE ENFANT,2,1,30.08,17.2,29.78,14.89,0.3,2.31,-1,-0.5,-12.88,-0.4281914894,,,,,,,,,,,
104,1063.0,TABLE DE LIT INCLINABLE TA 3909 HMS,8,0,144.8,0,192.72,0,-47.92,0,-8,-1,-144.8,-1,,,,,,,,,,,
203,31.0,FAUTEUIL ROULANT  T43 HERDEGEN,1,0,529.85,0,126,0,403.85,0,-1,-1,-529.85,-1,,,,,,,,,,,
1305,903.0,PRESENTOIR CBD HUILES CICADIOL,1,0,0,0,30,0,-30,0,-1,-1,0,,,,,,,,,,,,
201,1915.0,TABLETTE FAUTEUIL A POUSSER ALLURE DROITE,1,0,49.9,0,30.56,0,19.34,0,-1,-1,-49.9,-1,,,,,,,,,,,
104,1778.0,PACK DE DRAP POUR LIT 90 CM EN BLANC,1,0,26.9,0,19.8,0,7.1,0,-1,-1,-26.9,-1,,,,,,,,,,,
201,770.0,FAUTEUIL À POUSSER ELECTRIQUE INNOV SA T16 VELOURS MARRON,1,2,508.41,1088,480,960,28.41,128,1,1,579.59,1.140005114,,,,,,,,,,,
604,1202.0,ALESE BORDABLE 280X140 POLYURETHANE M4,3,0,42,0,24.3,0,17.7,0,-3,-1,-42,-1,,,,,,,,,,,
1601,1175.0,HARICOT INOX 25 CM,1,1,5.2,5.2,3.21,3.21,1.99,1.99,0,0,0,0,,,,,,,,,,,
108,125.0,COUSSIN N°10 STANDARD DE POSITIONEMENT LATERAL FIBRES 30°,1,1,86.5,89.5,55.92,55.92,30.58,33.58,0,0,3,0.03468208092,,,,,,,,,,,
1601,1926.0,MATELAS POUR BERCEAU,1,0,49.9,0,13.86,0,36.04,0,-1,-1,-49.9,-1,,,,,,,,,,,
1601,1912.0,COQUE BERCEAU TRANSPARENT DEMI LUNE,1,0,249.9,0,191.4,0,58.5,0,-1,-1,-249.9,-1,,,,,,,,,,,
202,1338.0,COUSSIN KALLI VISCO MOUSSE CLASSE II 40*40*8,7,0,279.65,0,194.46,0,85.19,0,-7,-1,-279.65,-1,,,,,,,,,,,
1102,1261.0,STETHOSCOPE DOUBLE PAVILLON LITTMANN LIGHTWEIGHT II SE NOIR,2,1,130.2,63.3,86.96,41.93,43.24,21.37,-1,-0.5,-66.9,-0.5138248848,,,,,,,,,,,
1601,1619.0,CISEAUX MOUSSE DROIT 14CM,4,0,14,0,6.8,0,7.2,0,-4,-1,-14,-1,,,,,,,,,,,
109,141.0,REPOSE NUQUE VISCO,3,6,58.5,110.99,33.72,67.44,24.78,43.55,3,1,52.49,0.8972649573,,,,,,,,,,,
207,1444.0,CANNE ANGLAISE ERGODYNAMIQUE M ENTRE 70 ET 80KG,2,11,37.8,218.9,25.54,143.11,12.26,75.79,9,4.5,181.1,4.791005291,,,,,,,,,,,
205,1060.0,FAUTEUIL TRANSFERT T41 OSCAR,4,0,780,0,491.16,0,288.84,0,-4,-1,-780,-1,,,,,,,,,,,
901,1306.0,KIT TIRE LAIT SIMPLE 24MM SYMPHONY MEDELA,2,5,32.5,81.25,27.2,68,5.3,13.25,3,1.5,48.75,1.5,,,,,,,,,,,
104,294.0,SONDE FOLEY LATEX SILICONE BEQUILLEE15ML CH 16  BTE/10,1,0,7.9,0,3.98,0,3.92,0,-1,-1,-7.9,-1,,,,,,,,,,,
405,917.0,PANSEMENT GRAS 10X10CM SYLATULLE,12,0,54,0,17.88,0,36.12,0,-12,-1,-54,-1,,,,,,,,,,,
208,1034.0,ROLLATOR 2 ROUES AVEC SIEGE EUROMEDIS,39,0,1236.89,0,898.8432,0,338.0468,0,-39,-1,-1236.89,-1,,,,,,,,,,,
101,62.0,LIT 3 FCT ELECT 90 CM,3,5,2278.75,3666.49,1816.85,2609.5,461.9,1056.99,2,0.6666666667,1387.74,0.6089917718,,,,,,,,,,,
205,918.0,FAUTEUIL TRANSFERT T43 EUROMEDIS P/6,27,6,5313.08,1170,3150,664.2,2163.08,505.8,-21,-0.7777777778,-4143.08,-0.7797887478,,,,,,,,,,,
501,941.0,GARROT  ADULTE,1,0,11.9,0,6.23,0,5.67,0,-1,-1,-11.9,-1,,,,,,,,,,,
704,1269.0,GANT EXAM VINYL SP HEXA TXL,2,0,8.4,0,3.34,0,5.06,0,-2,-1,-8.4,-1,,,,,,,,,,,
104,1053.0,PINCE DE PREHENSION REACHER 61 CM,2,2,15.8,10.92,9.1,9.1,6.7,1.82,0,0,-4.88,-0.3088607595,,,,,,,,,,,
1501,795.0,CABLE DE CONNEXION TENS NOIR,4,3,51.6,25.8,24.52,18.39,27.08,7.41,-1,-0.25,-25.8,-0.5,,,,,,,,,,,
704,1271.0,GANT EXAM NITRILE SP HEXA TL,75,0,250,0,157.5,0,92.5,0,-75,-1,-250,-1,,,,,,,,,,,
301,132.0,GARDE ROBE XXL 160KG,1,1,145,145,97.4,97.4,47.6,47.6,0,0,0,0,,,,,,,,,,,
203,329.0,FAUTEUIL ROULANT FIXE T45 DRIVE,3,22,765.76,5856.75,557.7,4089.8,208.06,1766.95,19,6.333333333,5090.99,6.648284058,,,,,,,,,,,
406,388.0,ALLEVYN LIFE HYDROCEL SILICONÉ 10.7X10.7 B/16 C/3,4,0,81.75,0,68.832,0,12.918,0,-4,-1,-81.75,-1,,,,,,,,,,,
203,30.0,FAUTEUIL ROULANT FIXE T42 DRIVE,0,8,0,1555.95,0,1487.2,0,68.75,8,,1555.95,,,,,,,,,,,,
701,724.0,AUTO TEST COVID NASAL FLOWFLEX  B/1,1653,0,1361.07,0,644.67,0,716.4,0,-1653,-1,-1361.07,-1,,,,,,,,,,,
601,639.0,FINEA COUCHE DROITE S/20 C/4,6,24,31.17,134.4,21,85.5,10.17,48.9,18,3,103.23,3.311838306,,,,,,,,,,,
104,1089.0,TABLE SPECIAL RELEVEUR PLATEAU RONCE DE NOYER,2,3,249,348.6,166,249,83,99.6,1,0.5,99.6,0.4,,,,,,,,,,,
304,159.0,BARRE D'APPUI RAINUREE 30CM,4,0,33.4,0,20.56,0,12.84,0,-4,-1,-33.4,-1,,,,,,,,,,,
304,306.0,BARRE D'APPUI RAINUREE 45CM,6,0,56.4,0,37.62,0,18.78,0,-6,-1,-56.4,-1,,,,,,,,,,,
205,940.0,FAUTEUIL TRANSFERT T40 EUROMEDIS P/10,17,0,3303.46,0,1996.8,0,1306.66,0,-17,-1,-3303.46,-1,,,,,,,,,,,
208,1027.0,ROLLATOR 3 ROUES HMS,9,0,592.49,0,409.14,0,183.35,0,-9,-1,-592.49,-1,,,,,,,,,,,
303,1362.0,PLANCHE DE BAIN + POIGNEE 150KG (69*33CM),1,0,26.85,0,19.59,0,7.26,0,-1,-1,-26.85,-1,,,,,,,,,,,
1101,932.0,SONDE ANALE 2 BAGUES FICHES BANANE 2 MM,1,2,28.9,57.8,18.9,37.8,10,20,1,1,28.9,1,,,,,,,,,,,
202,1213.0,COUSSIN VISCO CII PLAT 50X40,1,0,38.5,0,26,0,12.5,0,-1,-1,-38.5,-1,,,,,,,,,,,
704,1351.0,GANT EXAM LATEX STERILE MEDI-GRIP 7.5*1,20,0,15.8,0,11,0,4.8,0,-20,-1,-15.8,-1,,,,,,,,,,,
1501,1901.0,BATTERIE POUR FAUTEUIL INNOV'SA,1,0,130,0,70,0,60,0,-1,-1,-130,-1,,,,,,,,,,,
207,887.0,BEQUILLE D AISSELLE ADULTE MOYENNE X2,2,0,79.6,0,24,0,55.6,0,-2,-1,-79.6,-1,,,,,,,,,,,
601,402.0,TENA FLEX PLUS LARGE S/30 C/3,6,0,119.94,0,118.92,0,1.02,0,-6,-1,-119.94,-1,,,,,,,,,,,
206,1695.0,FAUTEUIL RELEVEUR NOVO PLUS 2 MOTEURS,1,0,499,0,379.27,0,119.73,0,-1,-1,-499,-1,,,,,,,,,,,
