Famille,Code article,Libellé article,Qté 2024,Qté 2025,C.A HT 2024,C.A HT 2025,PR HT 2024,PR HT 2025,Marge 2024,Marge 2025,Ecart Qté Volume,Ecart Qté %,Ecart C.A Volume,Ecart C.A %,,,,,,,,,,,
605,1825.0,SAVON DOUX ANIOSAFE 500ML *1,0,15,0,59.03,0,42.6,0,16.43,15,,59.03,,,,,,,,,,,,
203,32.0,FAUTEUIL ROULANT FIXE T48 DRIVE,0,2,0,450.2,0,371.8,0,78.4,2,,450.2,,,,,,,,,,,,
504,2284.0,BISTOURI STERILE INFINEED N°12 (BTE DE 10),0,3,0,20.7,0,6.12,0,14.58,3,,20.7,,,,,,,,,,,,
201,2265.0,FAUTEUIL A POUSSER ELECTRIQUE INNVO SA T10 PVC CACAO,0,2,0,895.52,0,814,0,81.52,2,,895.52,,,,,,,,,,,,
1601,1393.0,ATTELLE GRENOUILLE MOYEN ALU/MOUSSE,0,1,0,2.89,0,2.02,0,0.87,1,,2.89,,,,,,,,,,,,
104,1390.0,ATTACHE CHEVILLES  (*2),0,1,0,28.21,0,20.03,0,8.18,1,,28.21,,,,,,,,,,,,
104,1391.0,ATTACHE POIGNETS (X2),0,1,0,39.9,0,27.76,0,12.14,1,,39.9,,,,,,,,,,,,
1601,3747.0,CARTON DASRI 50L NFX30-507 STANDARD,0,1,0,3.17,0,0,0,3.17,1,,3.17,,,,,,,,,,,,
406,372.0,ALLEVYN HEEL NON ADHÉSIF TALON/COUDE/MOIGNON C/3,0,9,0,315.96,0,278.244,0,37.716,9,,315.96,,,,,,,,,,,,
1501,3412.0,ROUE FAUTEUIL TRANSFERT BOBBY  PU NOIRE,0,2,0,100,0,68.74,0,31.26,2,,100,,,,,,,,,,,,
1501,1037.0,PANNEAUX LIT ABELIA 140 CM CHENE RAL 7030,0,1,0,113.34,0,113.34,0,0,1,,113.34,,,,,,,,,,,,
1501,1110.0,BATTERIE TENS ECO 2 / UROSTIM,0,2,0,25.8,0,25.2,0,0.6,2,,25.8,,,,,,,,,,,,
1102,2430.0,TENSIOMETRE MANUEL LIAN NANO SPENGLER NOIR,0,2,0,95.8,0,55,0,40.8,2,,95.8,,,,,,,,,,,,
601,520.0,FINEA CHANGE COMPLET XL OPTIMUM PLUS S/20 C/3,0,26,0,494.27,0,338.258,0,156.012,26,,494.27,,,,,,,,,,,,
1201,1587.0,CHAUSSURE WALLABY DIABETIC. 44 (LA PAIRE),0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,
1201,1493.0,CHAUSSURE GIESSEN NOIR T37 (LA PAIRE),0,1,0,60.58,0,51.49,0,9.09,1,,60.58,,,,,,,,,,,,
1601,2132.0,BOITE A DENTIER AVEC EGOUTTOIR,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,
1601,2167.0,GARROT A CLIP SANGLE COULEUR MULTI,0,9,0,40.5,0,21.7,0,18.8,9,,40.5,,,,,,,,,,,,
1501,955.0,PANNEAU LIT ABELIA 120 CM CHENE RAL 7030,0,7,0,793.38,0,793.38,0,0,7,,793.38,,,,,,,,,,,,
801,2227.0,KIT NEBULISEUR ADULTE CPS SYSTAM,0,3,0,23.7,0,12.564,0,11.136,3,,23.7,,,,,,,,,,,,
704,2381.0,GANT D'INTERVENTION CHIRURGICAL LATEX STERILE SS POUDRE T XL 9* 10 PAIRES,0,1,0,7.9,0,2.77,0,5.13,1,,7.9,,,,,,,,,,,,
1503,607.0,AVOIR TVA 5.5%,0,-12,0,-435.1,0,0,0,-435.1,-12,,-435.1,,,,,,,,,,,,
108,2101.0,COUSSIN N°1 MODULAIRE UNIVERSEL MICRO BILLES 35X25X10,0,5,0,262.5,0,82.95,0,179.55,5,,262.5,,,,,,,,,,,,
801,1967.0,AEROSOL INNOSPIRE ELEGANCE PHILIPS,0,4,0,229.1,0,180,0,49.1,4,,229.1,,,,,,,,,,,,
301,1300.0,CADRE DE TOILETTE REGLABLE EN HAUTEUR,0,9,0,324,0,180,0,144,9,,324,,,,,,,,,,,,
504,1753.0,LAME BISTOURI STERILE UU  N°12 (X100),0,2,0,20.68,0,12.64,0,8.04,2,,20.68,,,,,,,,,,,,
701,801.0,MASQUE TYPE IIR ADULTE BLEU OM B/50,0,222,0,0,0,885.78,0,-885.78,222,,0,,,,,,,,,,,,
704,2060.0,"GANT D'INTERVENTION CHIRURGICAL LATEX STERILE SS POUDRE T S 6,5* 10 PAIRES",0,6,0,47.4,0,16.62,0,30.78,6,,47.4,,,,,,,,,,,,
207,2048.0,CANNE QUADRIPODE 125KG,0,1,0,29.9,0,12.5,0,17.4,1,,29.9,,,,,,,,,,,,
105,201.0,MATELAS ALOVA C II 160 CM,0,2,0,598,0,397.2,0,200.8,2,,598,,,,,,,,,,,,
702,2372.0,ANIOSGEL 800 30ML C/100,0,130,0,120,0,91,0,29,130,,120,,,,,,,,,,,,
1201,1549.0,CHAUSSURE ORTHO COTTON NOIR T40(LA PAIRE),0,1,0,29.9,0,24.06,0,5.84,1,,29.9,,,,,,,,,,,,
701,585.0,MASQUE TYPE IIR ENFANT: EN 14683 B/50,0,3,0,10.5,0,5.4,0,5.1,3,,10.5,,,,,,,,,,,,
203,1978.0,FAUTEUIL ROULANT DOSSIER INCLINABLE  PRIMEO T39 ,0,1,0,250.75,0,0,0,250.75,1,,250.75,,,,,,,,,,,,
703,2267.0,DRAP EXAMEN BLANC LISSE 50X38CM C/12 ROULEAUX,0,124,0,4005.16,0,3488.4,0,516.76,124,,4005.16,,,,,,,,,,,,
605,1826.0,SAVON DOUX ANIOSAFE HF 1 LITRE + POMPE,0,12,0,72.88,0,55.08,0,17.8,12,,72.88,,,,,,,,,,,,
605,2331.0,SAVON DOUX ANIOSAFE  BIDON 5L,0,4,0,93.74,0,78.12,0,15.62,4,,93.74,,,,,,,,,,,,
702,2371.0,ANIOSGEL 800 100ML C/20,0,100,0,132,0,110,0,22,100,,132,,,,,,,,,,,,
702,2329.0,ALCOOL MODIFIE 70% 1L,0,6,0,20.24,0,13.98,0,6.26,6,,20.24,,,,,,,,,,,,
702,2351.0,LINGETTES DESINFECTANTES SURFACES ET MAINS SANITIZER B/200,0,27,0,262,0,189.27,0,72.73,27,,262,,,,,,,,,,,,
702,2347.0,ANIOSGEL 800 1L POMPE,0,20,0,198.16,0,151.6,0,46.56,20,,198.16,,,,,,,,,,,,
702,782.0,STERANIOS 2 % 5 L,0,5,0,75.2,0,59.6,0,15.6,5,,75.2,,,,,,,,,,,,
1601,2369.0,SPECULUM VAGINAL BLANC XS 20MM (X25),0,75,0,24.37,0,18.18,0,6.19,75,,24.37,,,,,,,,,,,,
1601,2312.0,SPECULUM VAGINAL BLEU SMALL 24MM (X50),0,102,0,64.11,0,48.52,0,15.59,102,,64.11,,,,,,,,,,,,
1601,2195.0,SPECULUM VAGINAL ROUGE LARGE 26MM (X50),0,101,0,40.01,0,30.24,0,9.77,101,,40.01,,,,,,,,,,,,
1601,2273.0,SPECULUM VAGINAL VERT LARGE 30MM (X50),0,712,0,616.81,0,315.38,0,301.43,712,,616.81,,,,,,,,,,,,
1601,2292.0,LAVETTE AJOUREE JAUNE JEEP S/25 C/6,0,57,0,242.68,0,189.81,0,52.87,57,,242.68,,,,,,,,,,,,
1601,2293.0,LAVETTE AJOUREE VERTE JEEP S/25 C/6,0,58,0,247.67,0,193.14,0,54.53,58,,247.67,,,,,,,,,,,,
1601,2294.0,LAVETTE AJOUREE ROSE JEEP S/25 C/6,0,57,0,236.72,0,189.81,0,46.91,57,,236.72,,,,,,,,,,,,
1610,2291.0,SAC DECHET NOIR 50L C/10 ROULEAUX,0,6,0,93.1,0,77.58,0,15.52,6,,93.1,,,,,,,,,,,,
1610,2289.0,SAC DECHET NOIR 130L C/100,0,6,0,105.36,0,84.36,0,21,6,,105.36,,,,,,,,,,,,
1610,2286.0,SAC DECHET NOIR 160L  C /100,0,50,0,1014.26,0,894.5,0,119.76,50,,1014.26,,,,,,,,,,,,
1610,2290.0,SAC DECHET NOIR 30L C/500,0,6,0,133.13,0,110.94,0,22.19,6,,133.13,,,,,,,,,,,,
1610,2287.0,SAC DECHET NOIR 100L C/ 10 ROULEAUX,0,10,0,245.64,0,204.7,0,40.94,10,,245.64,,,,,,,,,,,,
1610,2288.0,SAC DECHET NOIR 110L C/ 200,0,6,0,161.86,0,134.88,0,26.98,6,,161.86,,,,,,,,,,,,
605,2352.0,SERUM PHYSIOLOGIQUE UNIDOSE DE 5ML B/100,0,10,0,75,0,44.1,0,30.9,10,,75,,,,,,,,,,,,
702,2328.0,ALCOOL MODIFIE 70% 250ML,0,20,0,30,0,16.6,0,13.4,20,,30,,,,,,,,,,,,
1601,2359.0,PILULIER SEMAINIER A MODULES AMOVIBLE 4 CASES,0,10,0,85,0,49.9,0,35.1,10,,85,,,,,,,,,,,,
407,2432.0,MOUCHOIRS EXTRA BLANC DOUBLE EPAISSEUR B/100,0,15,0,16.5,0,9.75,0,6.75,15,,16.5,,,,,,,,,,,,
603,383.0,FINEA LADY MAXI  S/28  C/7,0,15,0,111,0,71.25,0,39.75,15,,111,,,,,,,,,,,,
605,2153.0,SAVON DOUX ANIOSAFE 250ML *1,0,16,0,36.8,0,21.28,0,15.52,16,,36.8,,,,,,,,,,,,
605,2335.0,LINGETTES TENA PROSKIN PLASTIC FREE WET WIPES TOILETTE INTIME,0,39,0,175.5,0,101.4,0,74.1,39,,175.5,,,,,,,,,,,,
501,1383.0,AIGUILLE TERUMO 38MMX0.7/22G (X100)NOIRE,0,4,0,11.6,0,7.56,0,4.04,4,,11.6,,,,,,,,,,,,
602,461.0,TENA PANTS PROSKIN SUPER MEDIUM S/12 C/4,0,24,0,427.74,0,329.04,0,98.7,24,,427.74,,,,,,,,,,,,
401,1631.0,COTON CARRE 5X5 (SACHET X500),0,1,0,2.96,0,2.07,0,0.89,1,,2.96,,,,,,,,,,,,
1102,2363.0,STETHOSCOPE DOUBLE PAVILLON LITTMANN CLASSIC III BLEU CARAIBES,0,10,0,742.2,0,742.2,0,0,10,,742.2,,,,,,,,,,,,
1102,2364.0,STETHOSCOPE DP LITTMANN CLASSIC III BLEU MARINE,0,10,0,742.2,0,742.2,0,0,10,,742.2,,,,,,,,,,,,
1102,2368.0,STETHOSCOPE DP LITTMANN CLASSIC III PRUNE,0,6,0,513.36,0,513.36,0,0,6,,513.36,,,,,,,,,,,,
1102,2366.0,STETHOSCOPE DOUBLE PAVILLON LITTMANN CLASSIC III NOIR,0,10,0,855.6,0,855.6,0,0,10,,855.6,,,,,,,,,,,,
1102,2367.0,STETHOSCOPE DOUBLE PAVILLON LITTMANN CLASSIC III BLACK EDITION,0,2,0,187.68,0,187.68,0,0,2,,187.68,,,,,,,,,,,,
105,2261.0,MATELAS SYSTAM C II 120CM HEAVY COMPRESSE,0,2,0,494.18,0,356.8,0,137.38,2,,494.18,,,,,,,,,,,,
1101,2307.0,PROTEGE SONDE NON LUB 190 MM BTE/100,0,18,0,277.56,0,160.38,0,117.18,18,,277.56,,,,,,,,,,,,
1101,2306.0,GEL LUBRIFIANT KY TUBE 82 GR,0,11,0,38.95,0,31.68,0,7.27,11,,38.95,,,,,,,,,,,,
1601,1855.0,SPECULUM VAGINAL CUSCO BLANC XS 20MM HOL,0,1,0,41,0,27.95,0,13.05,1,,41,,,,,,,,,,,,
203,961.0,FAUTEUIL ROULANT FIXE T51 DRIVE,0,2,0,514,0,386.16,0,127.84,2,,514,,,,,,,,,,,,
504,2283.0,BISTOURI STERILE INFINEED N°11 (BTE DE 10),0,7,0,48.3,0,14.28,0,34.02,7,,48.3,,,,,,,,,,,,
1601,2361.0,PILULIER PILBOX SEMAINIER 1 CASE TEMPO GRIS,0,2,0,11,0,6.52,0,4.48,2,,11,,,,,,,,,,,,
1101,1852.0,SONDE VAGINALE REEDUCATION OPTIMA 3,0,1,0,22,0,16,0,6,1,,22,,,,,,,,,,,,
502,1836.0,SERINGUE NASALES BEBE 10ML X 2,0,20,0,51.8,0,37.2,0,14.6,20,,51.8,,,,,,,,,,,,
301,1816.0,REHAUSSE WC REHOTEC AVEC CLIP H 13CM,0,2,0,51.72,0,36.2,0,15.52,2,,51.72,,,,,,,,,,,,
1501,1048.0,FORFAIT ANNUEL REPARATION DE ROUES VHP,0,1,0,62.35,0,0,0,62.35,1,,62.35,,,,,,,,,,,,
1501,1050.0,FORFAIT ANNUEL AUTRES REPARATIONS DONT SELLERIE VHP,0,2,0,170.66,0,0,0,170.66,2,,170.66,,,,,,,,,,,,
1601,1616.0,CISEAUX BOUTS POINTUS 12 CM STERILE *1,0,10,0,9,0,3.4,0,5.6,10,,9,,,,,,,,,,,,
1601,1130.0,CANULE DE GUEDEL 04 - 90 MM JAUNE,0,3,0,10.5,0,4.945,0,5.555,3,,10.5,,,,,,,,,,,,
103,1069.0,FORFAIT LIVRAISON POTENCE LIT SUR PIED,0,5,0,54,0,0,0,54,5,,54,,,,,,,,,,,,
1201,2365.0,CHAUSSURE GARY 44 NOIR LA PAIRE,0,1,0,36.9,0,24.54,0,12.36,1,,36.9,,,,,,,,,,,,
201,2159.0,FAUTEUIL À POUSSER ELECTRIQUE INNOV SA T7 VELOURS GRIS,0,9,0,4061.98,0,3639,0,422.98,9,,4061.98,,,,,,,,,,,,
1202,1463.0,CEINTURE PELVIENNE TAILLE L,0,1,0,33.46,0,22.25,0,11.21,1,,33.46,,,,,,,,,,,,
1601,2362.0,POCHE DE GEL REUTILISABLE THERMOGEL 10X10CM,0,2,0,9,0,5.2,0,3.8,2,,9,,,,,,,,,,,,
1601,2189.0,PINCE KOCHER DROITE SANS GRIFFE 14CM,0,1,0,4.5,0,2.16,0,2.34,1,,4.5,,,,,,,,,,,,
301,1817.0,REHAUSSE WC REHOTEC AVEC CLIP H 15CM,0,2,0,56.28,0,39.4,0,16.88,2,,56.28,,,,,,,,,,,,
1201,1582.0,CHAUSSURE WALLABY DIABETIC 39 (LA PAIRE),0,2,0,65.9,0,44.72,0,21.18,2,,65.9,,,,,,,,,,,,
1201,1592.0,CHAUSSURE WALLABY REJILLA T39 (LA PAIRE),0,2,0,65.9,0,46.46,0,19.44,2,,65.9,,,,,,,,,,,,
901,1310.0,KIT TIRE LAIT SIMPLE 27MM SYMPHONY MEDELA,0,2,0,32.5,0,27.2,0,5.3,2,,32.5,,,,,,,,,,,,
1608,2296.0,SERVIETTE PLASTIFIEE VERTE X500,0,1,0,18.75,0,17.2,0,1.55,1,,18.75,,,,,,,,,,,,
703,2277.0,BOBINE ESSUYAGE MINI DEVIDAGE CENTRAL BLANC 200F X12,0,8,0,122.84,0,79.76,0,43.08,8,,122.84,,,,,,,,,,,,
203,196.0,FAUTEUIL ROULANT DE CONFORT IDSOFT DRIVE T44,0,1,0,898.94,0,549.9,0,349.04,1,,898.94,,,,,,,,,,,,
702,225.0,ANIOSGEL 85 NPC 100ML,0,20,0,78,0,49.2,0,28.8,20,,78,,,,,,,,,,,,
501,1385.0,AIGUILLE TERUMO 38MMX0.8/21G (X100)VERTE,0,11,0,31.9,0,20.79,0,11.11,11,,31.9,,,,,,,,,,,,
1102,1884.0,THERMOMETRE DIGITAL EMBOUT RIGIDE*,0,20,0,39.8,0,29.4,0,10.4,20,,39.8,,,,,,,,,,,,
1601,1796.0,PILULIER PILBOX MINI CHOCOLAT,0,1,0,15.56,0,10.21,0,5.35,1,,15.56,,,,,,,,,,,,
104,1413.0,BAVOIR PREMIUM IMPERMEABLE  BLEU 50X70,0,2,0,21.8,0,12.36,0,9.44,2,,21.8,,,,,,,,,,,,
1101,1966.0,STIMULATEUR ÉLECTRIQUE PORTABLE CEFAR TENS,0,1,0,111.75,0,95.95,0,15.8,1,,111.75,,,,,,,,,,,,
502,1153.0,SERINGUE 3 PIECES 10ML LUER BD PLASTIPAK BTE/100 C/1600,0,2,0,21,0,12.36,0,8.64,2,,21,,,,,,,,,,,,
206,2350.0,FAUTEUIL RELEVEUR 2 MOTEURS BASIL PU CUIR CRÈME,0,1,0,517,0,344.25,0,172.75,1,,517,,,,,,,,,,,,
1201,1593.0,CHAUSSURE WALLABY REJILLA T40 (LA PAIRE),0,1,0,32.95,0,23.23,0,9.72,1,,32.95,,,,,,,,,,,,
1001,1740.0,INSUFFLATEUR U/U (MASQUE ENFANT N°3,0,1,0,37.8,0,27,0,10.8,1,,37.8,,,,,,,,,,,,
1102,2282.0,PAPIER ELECTRO CARDIOGRAMME 63X75X400 F LIASSE DE 20,0,4,0,124,0,64.4,0,59.6,4,,124,,,,,,,,,,,,
105,2274.0,HOUSSE INTEGRALE POLYMAILLE POUR MATELAS 90X200CM,0,35,0,1890,0,1701.7,0,188.3,35,,1890,,,,,,,,,,,,
703,2276.0,BOBINE ESSUYAGE MAXI DEVIDAGE CENTRAL BLANC 450F X6,0,35,0,444.65,0,295.75,0,148.9,35,,444.65,,,,,,,,,,,,
504,2346.0,FIL DE SUTURE CHIRURGICALES STERILES FILAPEAU,0,2,0,39.2,0,35.2,0,4,2,,39.2,,,,,,,,,,,,
104,99.0,LEVE PATIENT < 175 KG,0,1,0,620,0,589.9,0,30.1,1,,620,,,,,,,,,,,,
203,2200.0,PLANCHE DE TRANSFERT BIGGEST 150KG,0,1,0,125,0,109.5,0,15.5,1,,125,,,,,,,,,,,,
1101,2280.0,GEL ECHOGRAPHIE BLEU NEOJELLY US 5L,0,4,0,44.64,0,29.92,0,14.72,4,,44.64,,,,,,,,,,,,
1601,2272.0,DOIGTIERS 2 DOIGTS NON STERILES TU S100,0,46,0,85.05,0,21.62,0,63.43,46,,85.05,,,,,,,,,,,,
203,2236.0,FAUTEUIL ROULANT CONFORT DE TRANSIT CLEMATIS PRO T39/44,0,2,0,2175.9,0,1793.63,0,382.27,2,,2175.9,,,,,,,,,,,,
1501,2299.0,FORFAIT ANNUEL AUTRES REPARATION DONT SELLERIE  VHP POUSSETTE,0,4,0,341.32,0,0,0,341.32,4,,341.32,,,,,,,,,,,,
1101,2308.0,GEL ECHOGRAPHIE BLEU NEOJELLY US 250ML,0,54,0,52.2,0,37.26,0,14.94,54,,52.2,,,,,,,,,,,,
605,449.0,FINEA GANT DE TOILETTE JETABLE S/50 C/15,0,300,0,570,0,312,0,258,300,,570,,,,,,,,,,,,
901,1747.0,KIT MINI TETERELLE SIMPLE 30 LARGE,0,1,0,16.6,0,15.26,0,1.34,1,,16.6,,,,,,,,,,,,
1102,2311.0,OXYMETRE DE POULS PEDIATRIQUE OXY ONE KID,0,1,0,29.5,0,17.34,0,12.16,1,,29.5,,,,,,,,,,,,
104,1349.0,POIGNEE DE POTENCE LIT AVEC SANGLE,0,1,0,12.5,0,12.5,0,0,1,,12.5,,,,,,,,,,,,
502,2233.0,SERINGUE À INSULINE 0.5 ML 0.25X8MM 31G,0,1,0,5.9,0,3.34,0,2.56,1,,5.9,,,,,,,,,,,,
1501,2298.0,FORFAIT ANNUEL REPARATION DES ROUES VHP POUSSETTE,0,2,0,124.7,0,0,0,124.7,2,,124.7,,,,,,,,,,,,
703,1707.0,GRENOUILLERE JMC INTERLOCK MARINE T3,0,1,0,45.9,0,27.29,0,18.61,1,,45.9,,,,,,,,,,,,
1601,1879.0,TELEPHONE FILAIRE TMAX 20,0,1,0,30.93,0,21.96,0,8.97,1,,30.93,,,,,,,,,,,,
301,1414.0,BIDET ADAPTABLE SUR CUVETTE/REHAUS.WC IT,0,2,0,22.8,0,14.8,0,8,2,,22.8,,,,,,,,,,,,
203,1952.0,FAUTEUIL ROULANT DOSSIER INCLINABLE T52 VERMEIREN,0,1,0,323.17,0,235,0,88.17,1,,323.17,,,,,,,,,,,,
105,513.0,MATELAS A AIR AXTAIR ONE PLUS,0,1,0,649.9,0,432.6,0,217.3,1,,649.9,,,,,,,,,,,,
208,2110.0,DEAMBULATEUR FIXE REGLABLE DRIVE BRUXELLES 130KG,0,4,0,197.6,0,119.6,0,78,4,,197.6,,,,,,,,,,,,
1501,2252.0,"ROUE ARRIERE NOVO LIGHT 24""X1""3/8 NOIRE",0,2,0,129.8,0,76.3,0,53.5,2,,129.8,,,,,,,,,,,,
1601,2188.0,PINCE A ECHARDE,0,10,0,29,0,11.4,0,17.6,10,,29,,,,,,,,,,,,
1101,2309.0,ELECTRODES 3M SUPPORT MOUSSE 2228 (X50),0,40,0,288.96,0,206.4,0,82.56,40,,288.96,,,,,,,,,,,,
402,2310.0,COMPRESSE STERILE NT MEDICOMP 30 SACHETS X5  5X5CM,0,17,0,49.46,0,21.25,0,28.21,17,,49.46,,,,,,,,,,,,
1101,2321.0,ELECTRODES OVALES MOUSSE DIAM 50 MM X 48 MM X60,0,19,0,93.33,0,57.76,0,35.57,19,,93.33,,,,,,,,,,,,
201,2266.0,FAUTEUIL A POUSSER ELECTRIQUE INNOV SA T7 PVC CACAO,0,1,0,382.46,0,407,0,-24.54,1,,382.46,,,,,,,,,,,,
1601,1428.0,BRACELET D'IDENTIFICATION AD*100,0,1,0,14.71,0,10.84,0,3.87,1,,14.71,,,,,,,,,,,,
504,1139.0,BISTOURI STERILES STANDARD N°10,0,5,0,31.7,0,21,0,10.7,5,,31.7,,,,,,,,,,,,
1601,1627.0,COMPRESSE CERVICO NOYAUX CERISE 16X58CM,0,1,0,17.9,0,12,0,5.9,1,,17.9,,,,,,,,,,,,
504,1420.0,BISTOURI STERILE UU N°23 (BTE DE 10),0,3,0,20.7,0,12.48,0,8.22,3,,20.7,,,,,,,,,,,,
1201,1488.0,CHAUSSURE ARLEQUIN DIAB NOIR T39(LA PAIRE),0,1,0,29.9,0,21.92,0,7.98,1,,29.9,,,,,,,,,,,,
109,1776.0,OREILLER ERGONOMIQUE A MEMOIRE DE FORME,0,1,0,45.9,0,32.55,0,13.35,1,,45.9,,,,,,,,,,,,
403,1958.0,BANDE CREPE COTON 75G 4MX20CM C/20,0,1,0,21.9,0,15.03,0,6.87,1,,21.9,,,,,,,,,,,,
801,171.0,KIT NEBULISEUR ATOMISOR NL9 PEDIATRIQUE,0,4,0,38,0,34.2,0,3.8,4,,38,,,,,,,,,,,,
1201,1548.0,CHAUSSURE ORTHO COTTON NOIR T39(LA PAIRE),0,1,0,29.9,0,24.06,0,5.84,1,,29.9,,,,,,,,,,,,
601,1731.0,HEXA SLIP T3 EXTRA PLUS L JOUR *24 CT4,0,12,0,150.25,0,122.52,0,27.73,12,,150.25,,,,,,,,,,,,
1201,1502.0,CHAUSSURE HELIOS 39 NOIR (LA PAIRE),0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,
602,1724.0,HEXA PANTS T2 MAXI M NUIT *14 CT8,0,40,0,458.73,0,338.08,0,120.65,40,,458.73,,,,,,,,,,,,
1601,1128.0,PILULIER PILBOX 7J 4C MEDNAT FANTAISIE,0,9,0,71.1,0,46.08,0,25.02,9,,71.1,,,,,,,,,,,,
1601,1698.0,GARROT A CLIP SANGLE COULEUR ROSE,0,1,0,4.5,0,1.44,0,3.06,1,,4.5,,,,,,,,,,,,
1201,1536.0,CHAUSSURE NEW DIANE MARINE T40(LA PAIRE),0,1,0,29.9,0,19.84,0,10.06,1,,29.9,,,,,,,,,,,,
1201,2221.0,CHAUSSURE REJILLA BLEU T38 (LA PAIRE),0,1,0,34.9,0,23.28,0,11.62,1,,34.9,,,,,,,,,,,,
603,1717.0,HEXA LADY PROTECTION EXTRA *10 CT12,0,2,0,4.42,0,2.78,0,1.64,2,,4.42,,,,,,,,,,,,
1201,1547.0,CHAUSSURE ORTHO COTTON NOIR T38(LA PAIRE),0,2,0,59.8,0,48.12,0,11.68,2,,59.8,,,,,,,,,,,,
104,1411.0,BAVOIR 2 PLIS 38X68CM + POCHE 10CM*100,0,9,0,71.1,0,47.7,0,23.4,9,,71.1,,,,,,,,,,,,
302,2136.0,CHAISE DE DOUCHE PLIANTE AQUATEC GALAXY,0,1,0,60,0,40.67,0,19.33,1,,60,,,,,,,,,,,,
302,1872.0,TABOURET DE DOUCHE ROND PIVOTANT,0,1,0,39.9,0,21,0,18.9,1,,39.9,,,,,,,,,,,,
105,2224.0,MATELAS SYSTAM C II 140CM HEAVY COMPRESSE,0,2,0,487,0,356.8,0,130.2,2,,487,,,,,,,,,,,,
1601,1250.0,GOBELET A DECOUPE NASALE NOSEY 225ML,0,2,0,7.8,0,4.28,0,3.52,2,,7.8,,,,,,,,,,,,
1601,1652.0,CULOTTE BLANCHE 100^% INTRAVERSABLE T3,0,1,0,24.79,0,18.59,0,6.2,1,,24.79,,,,,,,,,,,,
504,1138.0,BISTOURI STERILES STANDARD N°11,0,2,0,13.8,0,8.4,0,5.4,2,,13.8,,,,,,,,,,,,
504,1418.0,BISTOURI STERILE UU N°21 (BTE DE 10),0,1,0,6.9,0,4.2,0,2.7,1,,6.9,,,,,,,,,,,,
1101,1844.0,SONDE ANALE DE REEDUCATION ANALYS+,0,2,0,57.8,0,46,0,11.8,2,,57.8,,,,,,,,,,,,
1601,2128.0,BALLE DE REEDUCATION SOUPLE,0,4,0,19.6,0,11.6,0,8,4,,19.6,,,,,,,,,,,,
603,1719.0,HEXA LADY PROTECTION SUPER *10 CT12,0,33,0,78.87,0,53.268,0,25.602,33,,78.87,,,,,,,,,,,,
1601,2232.0,VESSIE A GLACE EN TISSU DIAM 28CM,0,1,0,12.9,0,7.43,0,5.47,1,,12.9,,,,,,,,,,,,
1201,1533.0,CHAUSSURE NEW DIANE MARINE T37(LA PAIRE),0,1,0,29.9,0,19.84,0,10.06,1,,29.9,,,,,,,,,,,,
1201,1475.0,CHAUSSURE ADELAIDE MARRON T38(LA PAIRE),0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,
104,2156.0,BAVOIR HEXA 64 X 37 CM + POCHE *50,0,3,0,13.5,0,7.5,0,6,3,,13.5,,,,,,,,,,,,
206,2268.0,FAUTEUIL RELEVEUR 2 MOTEURS RELAX TOUCH ERGO GRIS BLEU,0,1,0,659,0,439.9,0,219.1,1,,659,,,,,,,,,,,,
504,2130.0,BISTOURI STERILE UU N°10 (BTE DE 10),0,4,0,27.6,0,9.56,0,18.04,4,,27.6,,,,,,,,,,,,
1501,2056.0,ACCOUDOIR RELEVABLE DROIT NOVOLIGHT COMPLET,0,1,0,32,0,30.73,0,1.27,1,,32,,,,,,,,,,,,
202,1279.0,COUSSIN VISCOFLEX 56*46*10CM - 1HOUSSE CLASSE II,0,1,0,68.9,0,48.72,0,20.18,1,,68.9,,,,,,,,,,,,
703,2256.0,DRAP EXAMEN BLANC GAUFRE 50X35CM *1 ROULEAU,0,4,0,18,0,8.64,0,9.36,4,,18,,,,,,,,,,,,
1201,1527.0,CHAUSSURE NEW DIANE BEIGE T39 (LA PAIRE),0,2,0,59.8,0,39.68,0,20.12,2,,59.8,,,,,,,,,,,,
1201,1586.0,CHAUSSURE WALLABY DIABETIC. 43 (LA PAIRE),0,2,0,65.9,0,44.72,0,21.18,2,,65.9,,,,,,,,,,,,
303,1759.0,MARCHE PIED AVEC REVETEMENT AQUATEC STEP,0,3,0,106.5,0,68.67,0,37.83,3,,106.5,,,,,,,,,,,,
904,1328.0,TIRE LAIT KITTET MINI PRO,0,1,0,350,0,206.54,0,143.46,1,,350,,,,,,,,,,,,
101,2014.0,LIT XXL 120 CM 3 FCT ELECT DIVISYS,0,1,0,850,0,0,0,850,1,,850,,,,,,,,,,,,
101,13.0,LIT XXL 120 CM 2 FCT ELECT DIVISYS,0,1,0,750,0,1486.96,0,-736.96,1,,750,,,,,,,,,,,,
302,1399.0,BARRE A VENTOUSE 55 CM STILEO H172,0,1,0,15.95,0,15.85,0,0.1,1,,15.95,,,,,,,,,,,,
502,1834.0,SERINGUE À INSULINE 1 ML12.7X30 30G,0,6,0,35.4,0,20.34,0,15.06,6,,35.4,,,,,,,,,,,,
